Cycle,Battery#1,#1_SOH,Battery#2,#2_SOH,Battery#3,#3_SOH
1,1.0799223,0.981747545,1.0753012,0.977546545,1.0706892,0.973353818
2,1.0813153999999998,0.9830139999999999,1.0766124,0.978738545,1.0719005,0.974455
3,1.082234,0.983849091,1.0772982,0.9793620000000001,1.0725095,0.975008636
4,1.0827312,0.984301091,1.0781505,0.980136818,1.073174,0.975612727
5,1.0830303,0.9845729999999999,1.078544,0.980494545,1.0735761000000001,0.975978273
6,1.0833386,0.9848532729999999,1.0789695,0.980881364,1.0739916999999999,0.976356091
7,1.083684,0.985167273,1.07938,0.981254545,1.0743741000000002,0.9767037270000001
8,1.0837146999999998,0.985195182,1.0795895,0.9814450000000001,1.0744922,0.976811091
9,1.0837816999999998,0.9852560909999999,1.0797766000000002,0.981615091,1.0745373,0.9768520909999999
10,1.0839587,0.985417,1.0800153000000001,0.9818320909999999,1.0747813999999998,0.977074
11,1.0880535,0.989139545,1.0845895,0.985990455,1.5390544,1.399140364
12,1.0858101999999998,0.987100182,1.0823009,0.9839099090000001,1.0738268999999998,0.976206273
13,1.0857648000000002,0.987058909,1.0819396000000001,0.983581455,1.0750562,0.977323818
14,1.0855526000000002,0.986866,1.0818352,0.983486545,1.0730921,0.975538273
15,1.0855418,0.986856182,1.0819743,0.983613,1.0758405,0.978036818
16,1.085543,0.9868572729999999,1.0820032,0.983639273,1.0724049999999998,0.9749136359999999
17,1.0856423000000002,0.986947545,1.0819749,0.983613545,1.0761998,0.978363455
18,1.0855848,0.986895273,1.0818729,0.983520818,1.0761871,0.978351909
19,1.0855571000000002,0.9868700909999999,1.0818582,0.983507455,1.0764284,0.978571273
20,1.0855353,0.986850273,1.0818721000000002,0.9835200909999999,1.0765468999999999,0.9786790000000001
21,1.0855669,0.9868790000000001,1.0819226999999998,0.9835660909999999,1.0766536,0.978776
22,1.0855838,0.9868943640000001,1.0819178999999999,0.983561727,1.0766354999999999,0.978759545
23,1.0857264,0.987024,1.0820436000000002,0.983676,1.0754508999999999,0.9776826359999999
24,1.0858061,0.987096455,1.0820177,0.983652455,1.0766494,0.978772182
25,1.0858524999999999,0.987138636,1.0820863,0.9837148179999999,1.076545,0.978677273
26,1.0858128,0.987102545,1.0821023,0.9837293640000001,1.0765673999999998,0.9786976359999999
27,1.0857803999999998,0.987073091,1.0820186,0.9836532729999999,1.0765301,0.978663727
28,1.0857626,0.9870569090000001,1.0819743999999998,0.9836130909999999,1.0764797,0.978617909
